sampleA,sampleB,logFC,logCPM,PValue,FDR
TRINITY_DN696202_c7_g1,AZ1,AZ2,-1.19987348859586,3.29599410765635,0.122678481453361,1
TRINITY_DN694236_c2_g1,AZ1,AZ2,-1.03394175153333,6.67300715800385,0.122806525173042,1
TRINITY_DN686818_c0_g1,AZ1,AZ2,-1.19007542959003,3.34541799219867,0.122968816921217,1
TRINITY_DN697911_c1_g4,AZ1,AZ2,-1.03677242011793,6.28735738258173,0.123070479868529,1
TRINITY_DN697336_c3_g1,AZ1,AZ2,-1.01886559564675,8.7712538566726,0.123891548222406,1
TRINITY_DN692356_c2_g1,AZ1,AZ2,-1.08578059123949,4.71367595548044,0.124007861891959,1
TRINITY_DN699790_c0_g1,AZ1,AZ2,-1.16347908017933,3.62417448165918,0.124318032612565,1
TRINITY_DN687644_c18_g5,AZ1,AZ2,1.13010388562113,3.61550860314623,0.124318032612565,1
TRINITY_DN692669_c18_g3,AZ1,AZ2,1.13010388562113,3.61550860314623,0.124318032612565,1
TRINITY_DN699519_c2_g1,AZ1,AZ2,-1.15677894627146,3.66367331159006,0.124493297108166,1
TRINITY_DN694560_c2_g1,AZ1,AZ2,-1.03538601872303,6.01729656692978,0.124530359288466,1
TRINITY_DN688612_c15_g1,AZ1,AZ2,1.12669408347939,3.69507013750309,0.12465774598644,1
TRINITY_DN697365_c9_g8,AZ1,AZ2,-1.0626408614286,4.93959895060137,0.12483419275389,1
TRINITY_DN684174_c11_g1,AZ1,AZ2,1.11511490811024,4.00712233589199,0.12577746327167,1
TRINITY_DN696248_c6_g1,AZ1,AZ2,1.11222349670405,4.09776013655143,0.126048154603254,1
TRINITY_DN683025_c7_g6,AZ1,AZ2,-1.09896185148528,4.19071269563991,0.12628369261227,1
TRINITY_DN699159_c0_g3,AZ1,AZ2,-1.01110471519312,9.12826087140161,0.126436708462655,1
TRINITY_DN696440_c3_g2,AZ1,AZ2,-1.01302409143965,8.09475010799805,0.126987316220276,1
TRINITY_DN693987_c2_g1,AZ1,AZ2,-1.00711156538444,9.51677012827385,0.127668993968127,1
TRINITY_DN695787_c1_g1,AZ1,AZ2,-1.0576175520257,4.90164409897774,0.127710249336264,1
TRINITY_DN699276_c2_g6,AZ1,AZ2,-1.04667996838987,5.12076637583981,0.127993031632079,1
TRINITY_DN697094_c0_g2,AZ1,AZ2,-1.04967081593281,5.33141125629431,0.128225951154648,1
TRINITY_DN604253_c0_g1,AZ1,AZ2,-1.02904897325663,6.10596786506769,0.128803107165188,1
TRINITY_DN686693_c23_g3,AZ1,AZ2,1.35428057377988,2.27794730418445,0.128892330485785,1
TRINITY_DN687022_c4_g1,AZ1,AZ2,1.35428057377988,2.27794730418445,0.128892330485785,1
TRINITY_DN688997_c8_g2,AZ1,AZ2,1.35428057377988,2.27794730418445,0.128892330485785,1
TRINITY_DN690093_c14_g1,AZ1,AZ2,1.35428057377988,2.27794730418445,0.128892330485785,1
TRINITY_DN691248_c14_g1,AZ1,AZ2,1.35428057377988,2.27794730418445,0.128892330485785,1
TRINITY_DN692050_c336_g1,AZ1,AZ2,1.35428057377988,2.27794730418445,0.128892330485785,1
TRINITY_DN692050_c351_g1,AZ1,AZ2,1.35428057377988,2.27794730418445,0.128892330485785,1
TRINITY_DN692639_c22_g1,AZ1,AZ2,1.35428057377988,2.27794730418445,0.128892330485785,1
TRINITY_DN693530_c61_g1,AZ1,AZ2,1.35428057377988,2.27794730418445,0.128892330485785,1
TRINITY_DN693714_c16_g1,AZ1,AZ2,1.35428057377988,2.27794730418445,0.128892330485785,1
TRINITY_DN693758_c10_g2,AZ1,AZ2,1.35428057377988,2.27794730418445,0.128892330485785,1
TRINITY_DN700605_c7_g3,AZ1,AZ2,1.35428057377988,2.27794730418445,0.128892330485785,1
TRINITY_DN1205775_c0_g1,AZ1,AZ2,-1.31997911227384,2.33094375248466,0.128892330485785,1
TRINITY_DN678551_c3_g1,AZ1,AZ2,-1.31997911227384,2.33094375248466,0.128892330485785,1
TRINITY_DN685968_c16_g2,AZ1,AZ2,-1.31997911227384,2.33094375248466,0.128892330485785,1
TRINITY_DN687833_c2_g1,AZ1,AZ2,-1.31997911227384,2.33094375248466,0.128892330485785,1
TRINITY_DN691566_c43_g4,AZ1,AZ2,-1.31997911227384,2.33094375248466,0.128892330485785,1
TRINITY_DN694028_c9_g1,AZ1,AZ2,-1.31997911227384,2.33094375248466,0.128892330485785,1
TRINITY_DN696988_c2_g1,AZ1,AZ2,-1.31997911227384,2.33094375248466,0.128892330485785,1
TRINITY_DN697091_c21_g1,AZ1,AZ2,-1.31997911227384,2.33094375248466,0.128892330485785,1
TRINITY_DN698729_c1_g3,AZ1,AZ2,-1.31997911227384,2.33094375248466,0.128892330485785,1
TRINITY_DN693746_c3_g1,AZ1,AZ2,-1.01561002332403,6.88139561802144,0.12911813277259,1
TRINITY_DN687243_c17_g1,AZ1,AZ2,1.33277895316932,2.37766634946453,0.129436724083117,1
TRINITY_DN688420_c6_g4,AZ1,AZ2,1.33277895316932,2.37766634946453,0.129436724083117,1
TRINITY_DN694139_c15_g5,AZ1,AZ2,1.33277895316932,2.37766634946453,0.129436724083117,1
TRINITY_DN697576_c10_g1,AZ1,AZ2,1.33277895316932,2.37766634946453,0.129436724083117,1
TRINITY_DN686865_c13_g1,AZ1,AZ2,-1.29157399867828,2.42597355637422,0.129436724083117,1
TRINITY_DN687747_c17_g1,AZ1,AZ2,-1.29157399867828,2.42597355637422,0.129436724083117,1
TRINITY_DN688414_c10_g1,AZ1,AZ2,-1.29157399867828,2.42597355637422,0.129436724083117,1
TRINITY_DN689086_c10_g2,AZ1,AZ2,-1.29157399867828,2.42597355637422,0.129436724083117,1
TRINITY_DN689772_c13_g3,AZ1,AZ2,-1.29157399867828,2.42597355637422,0.129436724083117,1
TRINITY_DN690338_c4_g2,AZ1,AZ2,-1.29157399867828,2.42597355637422,0.129436724083117,1
TRINITY_DN690523_c22_g2,AZ1,AZ2,-1.29157399867828,2.42597355637422,0.129436724083117,1
TRINITY_DN691437_c19_g2,AZ1,AZ2,-1.29157399867828,2.42597355637422,0.129436724083117,1
TRINITY_DN693122_c1_g7,AZ1,AZ2,-1.29157399867828,2.42597355637422,0.129436724083117,1
TRINITY_DN693656_c18_g2,AZ1,AZ2,-1.29157399867828,2.42597355637422,0.129436724083117,1
TRINITY_DN694875_c16_g3,AZ1,AZ2,-1.29157399867828,2.42597355637422,0.129436724083117,1
TRINITY_DN697998_c23_g3,AZ1,AZ2,-1.29157399867828,2.42597355637422,0.129436724083117,1
TRINITY_DN698086_c9_g1,AZ1,AZ2,-1.29157399867828,2.42597355637422,0.129436724083117,1
TRINITY_DN698411_c0_g1,AZ1,AZ2,-1.29157399867828,2.42597355637422,0.129436724083117,1
TRINITY_DN698966_c9_g3,AZ1,AZ2,-1.29157399867828,2.42597355637422,0.129436724083117,1
TRINITY_DN700458_c0_g1,AZ1,AZ2,-1.29157399867828,2.42597355637422,0.129436724083117,1
TRINITY_DN696977_c0_g1,AZ1,AZ2,-1.00375241756034,8.70478672673842,0.129520835885519,1
TRINITY_DN456297_c5_g1,AZ1,AZ2,1.31429867072029,2.47094656745719,0.129866744964837,1
TRINITY_DN689142_c14_g4,AZ1,AZ2,1.31429867072029,2.47094656745719,0.129866744964837,1
TRINITY_DN689226_c14_g1,AZ1,AZ2,1.31429867072029,2.47094656745719,0.129866744964837,1
TRINITY_DN699177_c11_g2,AZ1,AZ2,1.31429867072029,2.47094656745719,0.129866744964837,1
TRINITY_DN687553_c9_g1,AZ1,AZ2,-1.26705247269005,2.51512192035344,0.129866744964837,1
TRINITY_DN699524_c3_g2,AZ1,AZ2,-1.26705247269005,2.51512192035344,0.129866744964837,1
TRINITY_DN700465_c4_g1,AZ1,AZ2,-1.26705247269005,2.51512192035344,0.129866744964837,1
TRINITY_DN674467_c0_g1,AZ1,AZ2,1.2982434645005,2.55856890976277,0.130208682948527,1
TRINITY_DN676253_c0_g1,AZ1,AZ2,1.2982434645005,2.55856890976277,0.130208682948527,1
TRINITY_DN686454_c44_g1,AZ1,AZ2,1.2982434645005,2.55856890976277,0.130208682948527,1
TRINITY_DN692511_c8_g2,AZ1,AZ2,1.2982434645005,2.55856890976277,0.130208682948527,1
TRINITY_DN693609_c9_g1,AZ1,AZ2,1.2982434645005,2.55856890976277,0.130208682948527,1
TRINITY_DN694070_c12_g3,AZ1,AZ2,1.2982434645005,2.55856890976277,0.130208682948527,1
TRINITY_DN695956_c6_g3,AZ1,AZ2,1.2982434645005,2.55856890976277,0.130208682948527,1
TRINITY_DN696097_c9_g1,AZ1,AZ2,1.2982434645005,2.55856890976277,0.130208682948527,1
TRINITY_DN698681_c101_g1,AZ1,AZ2,1.2982434645005,2.55856890976277,0.130208682948527,1
TRINITY_DN682802_c16_g4,AZ1,AZ2,-1.24566612138026,2.59907485076022,0.130208682948527,1
TRINITY_DN688294_c5_g2,AZ1,AZ2,-1.24566612138026,2.59907485076022,0.130208682948527,1
TRINITY_DN689225_c8_g2,AZ1,AZ2,-1.24566612138026,2.59907485076022,0.130208682948527,1
TRINITY_DN693753_c17_g3,AZ1,AZ2,-1.24566612138026,2.59907485076022,0.130208682948527,1
TRINITY_DN698625_c1_g1,AZ1,AZ2,-1.24566612138026,2.59907485076022,0.130208682948527,1
TRINITY_DN693189_c0_g2,AZ1,AZ2,-1.00227289309195,8.54490972992665,0.130240396123472,1
TRINITY_DN365575_c0_g1,AZ1,AZ2,1.28416455404631,2.64118034480454,0.130481962895157,1
TRINITY_DN684290_c19_g2,AZ1,AZ2,1.28416455404631,2.64118034480454,0.130481962895157,1
TRINITY_DN688322_c4_g1,AZ1,AZ2,1.28416455404631,2.64118034480454,0.130481962895157,1
TRINITY_DN692481_c22_g1,AZ1,AZ2,1.28416455404631,2.64118034480454,0.130481962895157,1
TRINITY_DN699647_c12_g2,AZ1,AZ2,1.28416455404631,2.64118034480454,0.130481962895157,1
TRINITY_DN684432_c9_g1,AZ1,AZ2,-1.22684784505272,2.67840490996644,0.130481962895157,1
TRINITY_DN682303_c22_g1,AZ1,AZ2,1.27171762858248,2.71932285717943,0.130701155509216,1
TRINITY_DN688489_c110_g2,AZ1,AZ2,1.27171762858248,2.71932285717943,0.130701155509216,1
TRINITY_DN693892_c5_g1,AZ1,AZ2,1.27171762858248,2.71932285717943,0.130701155509216,1
TRINITY_DN696218_c12_g2,AZ1,AZ2,-1.21015993134578,2.75359492770932,0.130701155509216,1
TRINITY_DN696384_c2_g1,AZ1,AZ2,-1.21015993134578,2.75359492770932,0.130701155509216,1
TRINITY_DN699706_c3_g1,AZ1,AZ2,-1.21015993134578,2.75359492770932,0.130701155509216,1
TRINITY_DN700751_c25_g2,AZ1,AZ2,-1.01238723629748,6.78481140492905,0.130777759405008,1
TRINITY_DN677406_c0_g2,AZ1,AZ2,-1.05232138265541,4.86266304231347,0.130792739875439,1
TRINITY_DN697329_c2_g3,AZ1,AZ2,-0.997969472171933,10.1915932666908,0.130798810616552,1
TRINITY_DN699321_c2_g3,AZ1,AZ2,-1.06357189655665,4.73871372200457,0.130873941880735,1
TRINITY_DN682368_c12_g1,AZ1,AZ2,1.26063407865379,2.79345500183726,0.130877338201663,1
TRINITY_DN693870_c8_g1,AZ1,AZ2,1.26063407865379,2.79345500183726,0.130877338201663,1
TRINITY_DN694549_c4_g1,AZ1,AZ2,1.26063407865379,2.79345500183726,0.130877338201663,1
TRINITY_DN696490_c10_g1,AZ1,AZ2,-1.19525905190105,2.82505582414313,0.130877338201663,1
TRINITY_DN694203_c10_g4,AZ1,AZ2,1.25070124957858,2.86396819535993,0.131019034547456,1
TRINITY_DN697407_c19_g1,AZ1,AZ2,1.25070124957858,2.86396819535993,0.131019034547456,1
TRINITY_DN700118_c4_g1,AZ1,AZ2,1.25070124957858,2.86396819535993,0.131019034547456,1
TRINITY_DN675410_c0_g1,AZ1,AZ2,-1.18187206479991,2.89314021652036,0.131019034547456,1
TRINITY_DN691053_c13_g1,AZ1,AZ2,-1.18187206479991,2.89314021652036,0.131019034547456,1
TRINITY_DN698064_c2_g7,AZ1,AZ2,-1.18187206479991,2.89314021652036,0.131019034547456,1
TRINITY_DN696093_c1_g2,AZ1,AZ2,-1.16977891361112,2.95815295252604,0.13113287446978,1
TRINITY_DN700120_c2_g1,AZ1,AZ2,-1.16977891361112,2.95815295252604,0.13113287446978,1
TRINITY_DN690080_c17_g1,AZ1,AZ2,1.16823074300934,2.95250234400388,0.13113287446978,1
TRINITY_DN685553_c26_g1,AZ1,AZ2,1.16368523391958,3.01581626741984,0.131224065671818,1
TRINITY_DN688312_c10_g1,AZ1,AZ2,1.16368523391958,3.01581626741984,0.131224065671818,1
TRINITY_DN695991_c10_g1,AZ1,AZ2,-1.21876136731172,3.05997931095018,0.131296735211582,1
TRINITY_DN700630_c1_g7,AZ1,AZ2,-1.21876136731172,3.05997931095018,0.131296735211582,1
TRINITY_DN684984_c14_g1,AZ1,AZ2,1.1595380874385,3.07647150314382,0.131296735211582,1
TRINITY_DN696015_c5_g1,AZ1,AZ2,-1.00853761623901,7.00568034149288,0.131334797563402,1
TRINITY_DN695217_c17_g6,AZ1,AZ2,-1.20635676143097,3.11802152665364,0.131354180286861,1
TRINITY_DN695261_c8_g3,AZ1,AZ2,-1.20635676143097,3.11802152665364,0.131354180286861,1
TRINITY_DN699801_c10_g1,AZ1,AZ2,1.15573911888267,3.13468224666934,0.131354180286861,1
TRINITY_DN699003_c1_g1,AZ1,AZ2,1.09988729563557,3.96480591470304,0.131359544752436,1
TRINITY_DN699809_c2_g2,AZ1,AZ2,-1.10261042942912,3.90264496280517,0.13139178981767,1
TRINITY_DN700432_c4_g2,AZ1,AZ2,-1.10261042942912,3.90264496280517,0.13139178981767,1
TRINITY_DN695533_c2_g3,AZ1,AZ2,-1.19498024294264,3.17381707164044,0.131399054604052,1
TRINITY_DN673689_c6_g2,AZ1,AZ2,1.1522462356121,3.1906378134972,0.131399054604052,1
TRINITY_DN700291_c3_g2,AZ1,AZ2,1.1522462356121,3.1906378134972,0.131399054604052,1
TRINITY_DN700146_c1_g1,AZ1,AZ2,-1.18450877277577,3.22753346335791,0.131433508423695,1
TRINITY_DN700064_c0_g2,AZ1,AZ2,-1.17483823631205,3.27932015253107,0.131459294878787,1
TRINITY_DN681884_c0_g1,AZ1,AZ2,-1.16587993214872,3.32931103135286,0.131477851454835,1
TRINITY_DN683035_c13_g1,AZ1,AZ2,-1.13744683445826,3.65078071492674,0.131483432715841,1
TRINITY_DN699920_c16_g2,AZ1,AZ2,-1.13744683445826,3.65078071492674,0.131483432715841,1
TRINITY_DN677466_c0_g1,AZ1,AZ2,-1.15755781614601,3.37762652097183,0.131490362983558,1
TRINITY_DN695030_c1_g1,AZ1,AZ2,-1.15755781614601,3.37762652097183,0.131490362983558,1
TRINITY_DN697181_c6_g2,AZ1,AZ2,-1.15755781614601,3.37762652097183,0.131490362983558,1
TRINITY_DN696674_c10_g4,AZ1,AZ2,1.14069825424534,3.39501398527087,0.131490362983558,1
TRINITY_DN700440_c5_g5,AZ1,AZ2,-1.1501629443812,3.56992820872145,0.13149728603303,1
TRINITY_DN682336_c12_g1,AZ1,AZ2,1.11030924540823,3.55976119924401,0.13149728603303,1
TRINITY_DN698139_c8_g2,AZ1,AZ2,-1.16455194088199,3.48427166861403,0.131501011013843,1
TRINITY_DN680672_c14_g1,AZ1,AZ2,-1.14256859236396,3.46965587943265,0.131501011013843,1
TRINITY_DN461207_c2_g1,AZ1,AZ2,1.13604811355497,3.48728943787192,0.131501011013843,1
TRINITY_DN1277222_c0_g1,AZ1,AZ2,-1.0117753734952,6.58004646576875,0.131943483661345,1
TRINITY_DN697797_c2_g1,AZ1,AZ2,-1.00475890079248,7.07687986680826,0.131947232298364,1
TRINITY_DN699448_c4_g2,AZ1,AZ2,-0.990928741066277,8.13881970359422,0.134734239994064,1
TRINITY_DN695795_c0_g1,AZ1,AZ2,-0.987419065590386,10.1546674309857,0.134855034847342,1
TRINITY_DN614736_c0_g1,AZ1,AZ2,-1.02877225591996,5.26474112879198,0.135412885884021,1
TRINITY_DN683747_c15_g2,AZ1,AZ2,1.03299799930043,5.16971326315683,0.135792577139491,1
TRINITY_DN692430_c11_g1,AZ1,AZ2,-1.06167866777077,4.27834856948759,0.135971475515918,1
TRINITY_DN697911_c1_g1,AZ1,AZ2,-0.997154658322981,6.55417612401416,0.136043364850144,1
TRINITY_DN696867_c1_g1,AZ1,AZ2,0.991884737279532,7.21939542042795,0.136202965049602,1
TRINITY_DN693879_c12_g1,AZ1,AZ2,-0.994343909965793,6.97216099993415,0.136687508247562,1
TRINITY_DN695738_c4_g1,AZ1,AZ2,-0.982601758703167,9.95923272758412,0.136810068420399,1
TRINITY_DN683609_c17_g2,AZ1,AZ2,1.08278642007298,4.01722413457782,0.137025293718436,1
TRINITY_DN688228_c17_g1,AZ1,AZ2,-1.07243609632675,4.01900997369997,0.137025293718436,1
TRINITY_DN691014_c9_g1,AZ1,AZ2,-1.07897408822078,3.95677557892478,0.137307093375092,1
TRINITY_DN698064_c2_g3,AZ1,AZ2,-0.986796449859525,7.90840804911624,0.137663981427743,1
TRINITY_DN699132_c0_g2,AZ1,AZ2,-1.04370577307434,4.74503211124687,0.137867890723519,1
TRINITY_DN697856_c3_g1,AZ1,AZ2,-0.984700114008163,7.93622908525761,0.137902581538885,1
TRINITY_DN694050_c6_g1,AZ1,AZ2,1.08530155423919,3.78238056262266,0.138111167274304,1
TRINITY_DN688091_c15_g1,AZ1,AZ2,-1.10280331644941,3.75212808554669,0.138291750181563,1
TRINITY_DN697202_c19_g1,AZ1,AZ2,1.08619811936391,3.70761452433865,0.138479842384559,1
TRINITY_DN685230_c14_g2,AZ1,AZ2,-1.11255089330243,3.67690642522399,0.138675897178641,1
TRINITY_DN694276_c2_g5,AZ1,AZ2,-0.989780971160657,6.66374845007661,0.139386480827231,1
TRINITY_DN699228_c1_g1,AZ1,AZ2,-1.12024507823943,3.45488939604681,0.139793981668022,1
TRINITY_DN694580_c0_g1,AZ1,AZ2,0.974266250068983,10.6318469595476,0.139879141960545,1
TRINITY_DN681525_c19_g3,AZ1,AZ2,1.1144964881715,3.42625958013795,0.14004940074222,1
TRINITY_DN700128_c9_g1,AZ1,AZ2,1.1144964881715,3.42625958013795,0.14004940074222,1
TRINITY_DN692440_c7_g2,AZ1,AZ2,1.11608753204783,3.37886823989596,0.140317042531204,1
TRINITY_DN695342_c2_g7,AZ1,AZ2,-1.01524122603797,5.26913731642706,0.140374816533765,1
TRINITY_DN690834_c4_g1,AZ1,AZ2,-1.14127171953027,3.31302080647041,0.140597697991222,1
TRINITY_DN693568_c6_g5,AZ1,AZ2,1.11779392379013,3.32986895227973,0.140597697991222,1
TRINITY_DN697845_c6_g1,AZ1,AZ2,1.11779392379013,3.32986895227973,0.140597697991222,1
TRINITY_DN691648_c16_g4,AZ1,AZ2,-1.15809858716751,3.21003996701081,0.14120145451628,1
TRINITY_DN693729_c12_g3,AZ1,AZ2,-1.15809858716751,3.21003996701081,0.14120145451628,1
TRINITY_DN698708_c3_g5,AZ1,AZ2,-1.15809858716751,3.21003996701081,0.14120145451628,1
TRINITY_DN696658_c7_g1,AZ1,AZ2,1.12160685390029,3.22658268758629,0.14120145451628,1
TRINITY_DN685323_c12_g1,AZ1,AZ2,1.12374594628483,3.17203113549886,0.141526368223953,1
TRINITY_DN687912_c5_g1,AZ1,AZ2,1.12374594628483,3.17203113549886,0.141526368223953,1
TRINITY_DN688106_c31_g2,AZ1,AZ2,1.12374594628483,3.17203113549886,0.141526368223953,1
TRINITY_DN695248_c0_g1,AZ1,AZ2,1.12374594628483,3.17203113549886,0.141526368223953,1
TRINITY_DN700751_c23_g1,AZ1,AZ2,-0.98781913370082,6.21442778827381,0.141732218639573,1
TRINITY_DN700070_c11_g2,AZ1,AZ2,-1.17785983758586,3.09913301028638,0.141867905620107,1
TRINITY_DN681966_c9_g2,AZ1,AZ2,1.12606642806537,3.11533840238129,0.141867905620107,1
TRINITY_DN692495_c1_g1,AZ1,AZ2,-1.0468959640534,4.12668694090415,0.141994987233156,1
TRINITY_DN696112_c13_g10,AZ1,AZ2,-1.01379359697948,5.05333868526722,0.142169868606902,1
TRINITY_DN698193_c5_g1,AZ1,AZ2,1.12859239621453,3.05632963360703,0.142227038851729,1
TRINITY_DN694368_c18_g1,AZ1,AZ2,1.06700001336312,4.09739437753975,0.142227516096898,1
TRINITY_DN694022_c9_g2,AZ1,AZ2,-1.05444868127547,4.03929744734841,0.142719508430618,1
TRINITY_DN697052_c1_g1,AZ1,AZ2,0.981852848762495,6.60869714741315,0.142814498411629,1
TRINITY_DN691682_c13_g1,AZ1,AZ2,1.20789843187305,2.90891589661496,0.143001877797522,1
TRINITY_DN694601_c9_g1,AZ1,AZ2,1.20789843187305,2.90891589661496,0.143001877797522,1
TRINITY_DN695152_c1_g2,AZ1,AZ2,-1.13745042557386,2.93702152660631,0.143001877797522,1
TRINITY_DN698742_c1_g2,AZ1,AZ2,-1.13745042557386,2.93702152660631,0.143001877797522,1
TRINITY_DN700221_c4_g2,AZ1,AZ2,-1.13745042557386,2.93702152660631,0.143001877797522,1
TRINITY_DN689007_c20_g4,AZ1,AZ2,1.1343805986037,2.93054896541222,0.143001877797522,1
TRINITY_DN694179_c3_g7,AZ1,AZ2,1.1343805986037,2.93054896541222,0.143001877797522,1
TRINITY_DN595234_c0_g1,AZ1,AZ2,-1.06005588250698,3.9779499081796,0.14325100212711,1
TRINITY_DN697728_c10_g1,AZ1,AZ2,-1.06005588250698,3.9779499081796,0.14325100212711,1
TRINITY_DN698323_c2_g1,AZ1,AZ2,-0.971912899266435,7.91947481573629,0.143316335936775,1
TRINITY_DN691161_c11_g5,AZ1,AZ2,1.21518434950475,2.84061882412531,0.143419276645648,1
TRINITY_DN694063_c7_g7,AZ1,AZ2,1.21518434950475,2.84061882412531,0.143419276645648,1
TRINITY_DN683816_c13_g2,AZ1,AZ2,-1.14802666790525,2.87102236977843,0.143419276645648,1
TRINITY_DN697842_c1_g1,AZ1,AZ2,-1.14802666790525,2.87102236977843,0.143419276645648,1
TRINITY_DN691295_c11_g1,AZ1,AZ2,1.06676688467906,3.94297514666486,0.143533071404371,1
TRINITY_DN697788_c1_g4,AZ1,AZ2,-0.972583910738795,7.61833795189726,0.143552869910435,1
TRINITY_DN687453_c17_g1,AZ1,AZ2,1.22327777299619,2.76893234842072,0.143857495635951,1
TRINITY_DN692724_c0_g3,AZ1,AZ2,-1.1597473783644,2.80185506489067,0.143857495635951,1
TRINITY_DN699992_c0_g1,AZ1,AZ2,-1.1597473783644,2.80185506489067,0.143857495635951,1
TRINITY_DN700596_c6_g1,AZ1,AZ2,-1.1597473783644,2.80185506489067,0.143857495635951,1
TRINITY_DN794516_c0_g1,AZ1,AZ2,-1.1597473783644,2.80185506489067,0.143857495635951,1
TRINITY_DN690123_c10_g2,AZ1,AZ2,-1.01734064714984,4.85731069028072,0.143961251366279,1
TRINITY_DN698630_c1_g4,AZ1,AZ2,-0.991329464017382,5.62643706659528,0.14399929085946,1
TRINITY_DN696800_c4_g1,AZ1,AZ2,-0.966950089320074,8.59078858786514,0.14403330582941,1
TRINITY_DN669445_c1_g1,AZ1,AZ2,-1.01839959201226,4.84017811171117,0.144133717960091,1
TRINITY_DN682972_c18_g1,AZ1,AZ2,1.04360484604026,4.41958937911294,0.144310173614134,1
TRINITY_DN688105_c6_g1,AZ1,AZ2,1.23232097465192,2.69350264251004,0.144316741100935,1
TRINITY_DN691795_c14_g7,AZ1,AZ2,1.23232097465192,2.69350264251004,0.144316741100935,1
TRINITY_DN693074_c14_g3,AZ1,AZ2,1.23232097465192,2.69350264251004,0.144316741100935,1
TRINITY_DN681653_c15_g1,AZ1,AZ2,-1.17280940759113,2.72919989101084,0.144316741100935,1
TRINITY_DN691625_c18_g2,AZ1,AZ2,-1.17280940759113,2.72919989101084,0.144316741100935,1
TRINITY_DN699056_c10_g3,AZ1,AZ2,-1.17280940759113,2.72919989101084,0.144316741100935,1
TRINITY_DN670417_c0_g1,AZ1,AZ2,-1.07295230903222,3.84682284078478,0.144453063921588,1
TRINITY_DN699807_c1_g3,AZ1,AZ2,-1.07295230903222,3.84682284078478,0.144453063921588,1
TRINITY_DN697265_c9_g1,AZ1,AZ2,0.994876041021455,5.36041887858301,0.144490793808561,1
TRINITY_DN683967_c26_g2,AZ1,AZ2,1.24249177680861,2.61391742041373,0.144796626766213,1
TRINITY_DN685418_c12_g14,AZ1,AZ2,1.24249177680861,2.61391742041373,0.144796626766213,1
TRINITY_DN690350_c13_g1,AZ1,AZ2,1.24249177680861,2.61391742041373,0.144796626766213,1
TRINITY_DN693777_c1_g4,AZ1,AZ2,1.24249177680861,2.61391742041373,0.144796626766213,1
TRINITY_DN692298_c13_g3,AZ1,AZ2,-1.18745762185818,2.65268613740682,0.144796626766213,1
TRINITY_DN699294_c1_g1,AZ1,AZ2,-1.0804187324719,3.77649882954753,0.145136232758814,1
TRINITY_DN700541_c15_g2,AZ1,AZ2,1.04180919905179,4.32268998962665,0.145290127272943,1
TRINITY_DN682703_c25_g1,AZ1,AZ2,1.25401541153147,2.52969230448235,0.145295824188101,1
TRINITY_DN695044_c16_g4,AZ1,AZ2,1.25401541153147,2.52969230448235,0.145295824188101,1
TRINITY_DN697700_c3_g2,AZ1,AZ2,1.25401541153147,2.52969230448235,0.145295824188101,1
TRINITY_DN698088_c8_g2,AZ1,AZ2,1.25401541153147,2.52969230448235,0.145295824188101,1
TRINITY_DN698347_c3_g1,AZ1,AZ2,1.25401541153147,2.52969230448235,0.145295824188101,1
TRINITY_DN681977_c10_g1,AZ1,AZ2,-1.20400053939454,2.57188064923761,0.145295824188101,1
TRINITY_DN687505_c12_g1,AZ1,AZ2,-1.20400053939454,2.57188064923761,0.145295824188101,1
TRINITY_DN696687_c10_g11,AZ1,AZ2,-1.20400053939454,2.57188064923761,0.145295824188101,1
TRINITY_DN700397_c2_g1,AZ1,AZ2,-1.20400053939454,2.57188064923761,0.145295824188101,1
TRINITY_DN685872_c11_g1,AZ1,AZ2,1.06640417183962,3.73282112588856,0.145501678379176,1
TRINITY_DN677593_c0_g1,AZ1,AZ2,-1.00248115638119,5.26070084171759,0.145578858852331,1
TRINITY_DN695330_c1_g2,AZ1,AZ2,-0.961255463663707,9.55513924410189,0.145588107541273,1
TRINITY_DN698994_c9_g1,AZ1,AZ2,-0.980363031383972,6.32736828656189,0.145752929478424,1
TRINITY_DN684576_c14_g6,AZ1,AZ2,1.26718147537832,2.44025297097078,0.14581152060297,1
TRINITY_DN689309_c4_g1,AZ1,AZ2,1.26718147537832,2.44025297097078,0.14581152060297,1
TRINITY_DN689894_c17_g1,AZ1,AZ2,1.26718147537832,2.44025297097078,0.14581152060297,1
TRINITY_DN691283_c10_g9,AZ1,AZ2,1.26718147537832,2.44025297097078,0.14581152060297,1
TRINITY_DN581737_c0_g1,AZ1,AZ2,-1.222832524403,2.48627296475029,0.14581152060297,1
TRINITY_DN586385_c0_g1,AZ1,AZ2,-1.222832524403,2.48627296475029,0.14581152060297,1
TRINITY_DN630151_c0_g1,AZ1,AZ2,-1.222832524403,2.48627296475029,0.14581152060297,1
TRINITY_DN681767_c23_g2,AZ1,AZ2,-1.222832524403,2.48627296475029,0.14581152060297,1
TRINITY_DN689006_c12_g3,AZ1,AZ2,-1.222832524403,2.48627296475029,0.14581152060297,1
TRINITY_DN690601_c10_g5,AZ1,AZ2,-1.222832524403,2.48627296475029,0.14581152060297,1
TRINITY_DN695363_c14_g6,AZ1,AZ2,-1.222832524403,2.48627296475029,0.14581152060297,1
