sampleA,sampleB,logFC,logCPM,PValue,FDR
TRINITY_DN685075_c11_g1_i3,AZ1,AZ3,-0.497105022810994,1.70706421818474,0.59759290303659,1
TRINITY_DN693121_c14_g2_i3,AZ1,AZ3,-0.497105022810994,1.70706421818474,0.59759290303659,1
TRINITY_DN271019_c0_g1_i2,AZ1,AZ3,-0.497105022810994,1.70706421818474,0.59759290303659,1
TRINITY_DN657606_c0_g1_i2,AZ1,AZ3,-0.497105022810994,1.70706421818474,0.59759290303659,1
TRINITY_DN680518_c0_g2_i2,AZ1,AZ3,-0.497105022810994,1.70706421818474,0.59759290303659,1
TRINITY_DN696160_c4_g1_i1,AZ1,AZ3,-0.497105022810994,1.70706421818474,0.59759290303659,1
TRINITY_DN687669_c23_g1_i1,AZ1,AZ3,-0.497105022810994,1.70706421818474,0.59759290303659,1
TRINITY_DN617662_c0_g1_i1,AZ1,AZ3,-0.497105022810994,1.70706421818474,0.59759290303659,1
TRINITY_DN698352_c1_g4_i3,AZ1,AZ3,-0.497105022810994,1.70706421818474,0.59759290303659,1
TRINITY_DN456610_c1_g1_i8,AZ1,AZ3,-0.497105022810994,1.70706421818474,0.59759290303659,1
TRINITY_DN669061_c1_g2_i2,AZ1,AZ3,-0.497105022810994,1.70706421818474,0.59759290303659,1
TRINITY_DN692507_c17_g4_i6,AZ1,AZ3,-0.497105022810994,1.70706421818474,0.59759290303659,1
TRINITY_DN683995_c0_g1_i1,AZ1,AZ3,-0.497105022810994,1.70706421818474,0.59759290303659,1
TRINITY_DN696410_c3_g1_i17,AZ1,AZ3,-0.497105022810994,1.70706421818474,0.59759290303659,1
TRINITY_DN670247_c0_g1_i1,AZ1,AZ3,-0.497105022810994,1.70706421818474,0.59759290303659,1
TRINITY_DN693317_c4_g5_i1,AZ1,AZ3,-0.497105022810994,1.70706421818474,0.59759290303659,1
TRINITY_DN687890_c15_g2_i5,AZ1,AZ3,-0.497105022810994,1.70706421818474,0.59759290303659,1
TRINITY_DN689732_c23_g2_i1,AZ1,AZ3,-0.497105022810994,1.70706421818474,0.59759290303659,1
TRINITY_DN683859_c0_g1_i4,AZ1,AZ3,-0.497105022810994,1.70706421818474,0.59759290303659,1
TRINITY_DN676848_c0_g1_i1,AZ1,AZ3,-0.497105022810994,1.70706421818474,0.59759290303659,1
TRINITY_DN117180_c0_g1_i1,AZ1,AZ3,-0.497105022810994,1.70706421818474,0.59759290303659,1
TRINITY_DN699385_c1_g1_i1,AZ1,AZ3,-0.497105022810994,1.70706421818474,0.59759290303659,1
TRINITY_DN460005_c0_g1_i1,AZ1,AZ3,-0.497105022810994,1.70706421818474,0.59759290303659,1
TRINITY_DN685345_c0_g4_i2,AZ1,AZ3,-0.497105022810994,1.70706421818474,0.59759290303659,1
TRINITY_DN697853_c2_g3_i4,AZ1,AZ3,-0.497105022810994,1.70706421818474,0.59759290303659,1
TRINITY_DN681710_c11_g3_i1,AZ1,AZ3,-0.497105022810994,1.70706421818474,0.59759290303659,1
TRINITY_DN679356_c0_g1_i1,AZ1,AZ3,-0.497105022810994,1.70706421818474,0.59759290303659,1
TRINITY_DN700679_c19_g1_i6,AZ1,AZ3,-0.497105022810994,1.70706421818474,0.59759290303659,1
TRINITY_DN1385798_c0_g1_i1,AZ1,AZ3,-0.497105022810994,1.70706421818474,0.59759290303659,1
TRINITY_DN695700_c5_g1_i7,AZ1,AZ3,-0.497105022810994,1.70706421818474,0.59759290303659,1
TRINITY_DN688129_c16_g3_i1,AZ1,AZ3,-0.497105022810994,1.70706421818474,0.59759290303659,1
TRINITY_DN700493_c6_g6_i2,AZ1,AZ3,-0.497105022810994,1.70706421818474,0.59759290303659,1
TRINITY_DN700026_c5_g4_i1,AZ1,AZ3,-0.497105022810994,1.70706421818474,0.59759290303659,1
TRINITY_DN1633551_c0_g1_i1,AZ1,AZ3,-0.497105022810994,1.70706421818474,0.59759290303659,1
TRINITY_DN656329_c0_g1_i1,AZ1,AZ3,-0.497105022810994,1.70706421818474,0.59759290303659,1
TRINITY_DN689031_c10_g1_i2,AZ1,AZ3,-0.497105022810994,1.70706421818474,0.59759290303659,1
TRINITY_DN693541_c1_g2_i1,AZ1,AZ3,-0.497105022810994,1.70706421818474,0.59759290303659,1
TRINITY_DN700349_c6_g2_i7,AZ1,AZ3,-0.497105022810994,1.70706421818474,0.59759290303659,1
TRINITY_DN692806_c7_g1_i7,AZ1,AZ3,-0.497105022810994,1.70706421818474,0.59759290303659,1
TRINITY_DN690223_c18_g1_i1,AZ1,AZ3,-0.497105022810994,1.70706421818474,0.59759290303659,1
TRINITY_DN669787_c0_g1_i1,AZ1,AZ3,-0.497105022810994,1.70706421818474,0.59759290303659,1
TRINITY_DN679261_c0_g1_i1,AZ1,AZ3,-0.497105022810994,1.70706421818474,0.59759290303659,1
TRINITY_DN696276_c10_g1_i1,AZ1,AZ3,-0.497105022810994,1.70706421818474,0.59759290303659,1
TRINITY_DN1382287_c5_g1_i4,AZ1,AZ3,-0.497105022810994,1.70706421818474,0.59759290303659,1
TRINITY_DN697459_c4_g4_i1,AZ1,AZ3,-0.497105022810994,1.70706421818474,0.59759290303659,1
TRINITY_DN690702_c11_g1_i1,AZ1,AZ3,-0.497105022810994,1.70706421818474,0.59759290303659,1
TRINITY_DN678994_c0_g2_i2,AZ1,AZ3,-0.497105022810994,1.70706421818474,0.59759290303659,1
TRINITY_DN683944_c12_g5_i1,AZ1,AZ3,-0.497105022810994,1.70706421818474,0.59759290303659,1
TRINITY_DN686917_c5_g7_i1,AZ1,AZ3,-0.497105022810994,1.70706421818474,0.59759290303659,1
TRINITY_DN699378_c0_g7_i1,AZ1,AZ3,-0.497105022810994,1.70706421818474,0.59759290303659,1
TRINITY_DN700023_c0_g2_i1,AZ1,AZ3,-0.497105022810994,1.70706421818474,0.59759290303659,1
TRINITY_DN697919_c6_g2_i1,AZ1,AZ3,-0.497105022810994,1.70706421818474,0.59759290303659,1
TRINITY_DN678384_c0_g1_i1,AZ1,AZ3,-0.497105022810994,1.70706421818474,0.59759290303659,1
TRINITY_DN674729_c0_g1_i7,AZ1,AZ3,-0.497105022810994,1.70706421818474,0.59759290303659,1
TRINITY_DN698217_c8_g13_i1,AZ1,AZ3,-0.497105022810994,1.70706421818474,0.59759290303659,1
TRINITY_DN673248_c0_g1_i1,AZ1,AZ3,-0.497105022810994,1.70706421818474,0.59759290303659,1
TRINITY_DN697159_c3_g2_i17,AZ1,AZ3,-0.497105022810994,1.70706421818474,0.59759290303659,1
TRINITY_DN690283_c11_g1_i5,AZ1,AZ3,-0.497105022810994,1.70706421818474,0.59759290303659,1
TRINITY_DN689861_c10_g2_i1,AZ1,AZ3,-0.497105022810994,1.70706421818474,0.59759290303659,1
TRINITY_DN685029_c18_g1_i1,AZ1,AZ3,-0.497105022810994,1.70706421818474,0.59759290303659,1
TRINITY_DN699399_c1_g3_i3,AZ1,AZ3,-0.497105022810994,1.70706421818474,0.59759290303659,1
TRINITY_DN690506_c10_g1_i1,AZ1,AZ3,-0.497105022810994,1.70706421818474,0.59759290303659,1
TRINITY_DN699294_c1_g3_i1,AZ1,AZ3,-0.497105022810994,1.70706421818474,0.59759290303659,1
TRINITY_DN700149_c16_g1_i1,AZ1,AZ3,-0.497105022810994,1.70706421818474,0.59759290303659,1
TRINITY_DN683570_c20_g1_i1,AZ1,AZ3,-0.497105022810994,1.70706421818474,0.59759290303659,1
TRINITY_DN682866_c15_g1_i3,AZ1,AZ3,0.381987777590227,4.34538030948221,0.597602994734936,1
TRINITY_DN698883_c1_g1_i3,AZ1,AZ3,-0.370476439056368,4.89693745960958,0.597754309477891,1
TRINITY_DN698953_c0_g4_i1,AZ1,AZ3,-0.369863124805047,4.75778065885358,0.59803181444111,1
TRINITY_DN699806_c5_g3_i2,AZ1,AZ3,0.382076872581,4.59829024803784,0.598365746295753,1
TRINITY_DN689854_c11_g1_i7,AZ1,AZ3,0.369650675604217,5.23506344238966,0.59866521021528,1
TRINITY_DN693802_c19_g1_i2,AZ1,AZ3,0.352471550714354,6.55682680121562,0.598763657816972,1
TRINITY_DN680993_c0_g1_i3,AZ1,AZ3,-0.379919843698515,4.40932544364104,0.598774905261745,1
TRINITY_DN696977_c0_g6_i1,AZ1,AZ3,-0.385196845297918,3.55873963042659,0.598935001807588,1
TRINITY_DN525429_c0_g1_i1,AZ1,AZ3,0.381585673716511,3.57081192780956,0.598935001807588,1
TRINITY_DN691014_c9_g1_i1,AZ1,AZ3,-0.3804409818954,4.2102752089671,0.599287171752501,1
TRINITY_DN699792_c2_g4_i2,AZ1,AZ3,-0.3804409818954,4.2102752089671,0.599287171752501,1
TRINITY_DN699671_c2_g3_i2,AZ1,AZ3,0.408661476012914,3.17847102126119,0.599598442476288,1
TRINITY_DN687165_c20_g1_i1,AZ1,AZ3,0.408661476012914,3.17847102126119,0.599598442476288,1
TRINITY_DN688997_c8_g1_i2,AZ1,AZ3,0.408661476012914,3.17847102126119,0.599598442476288,1
TRINITY_DN641875_c0_g1_i1,AZ1,AZ3,0.408661476012914,3.17847102126119,0.599598442476288,1
TRINITY_DN699427_c0_g5_i1,AZ1,AZ3,0.408661476012914,3.17847102126119,0.599598442476288,1
TRINITY_DN928391_c17_g1_i1,AZ1,AZ3,0.352945751834991,6.45535691318761,0.599693387826353,1
TRINITY_DN684839_c19_g1_i5,AZ1,AZ3,0.371408201497046,4.49219034396241,0.599841510741692,1
TRINITY_DN686610_c11_g1_i1,AZ1,AZ3,0.462697373597604,2.63754168497942,0.600141152301789,1
TRINITY_DN698901_c2_g6_i2,AZ1,AZ3,0.462697373597604,2.63754168497942,0.600141152301789,1
TRINITY_DN689424_c10_g1_i1,AZ1,AZ3,0.462697373597604,2.63754168497942,0.600141152301789,1
TRINITY_DN694284_c15_g1_i3,AZ1,AZ3,0.462697373597604,2.63754168497942,0.600141152301789,1
TRINITY_DN685950_c18_g1_i1,AZ1,AZ3,0.462697373597604,2.63754168497942,0.600141152301789,1
TRINITY_DN699969_c1_g1_i5,AZ1,AZ3,0.462697373597604,2.63754168497942,0.600141152301789,1
TRINITY_DN690988_c18_g2_i3,AZ1,AZ3,0.462697373597604,2.63754168497942,0.600141152301789,1
TRINITY_DN696852_c14_g3_i2,AZ1,AZ3,0.462697373597604,2.63754168497942,0.600141152301789,1
TRINITY_DN697688_c4_g4_i1,AZ1,AZ3,0.462697373597604,2.63754168497942,0.600141152301789,1
TRINITY_DN700723_c1_g1_i1,AZ1,AZ3,0.345225242833295,8.235067225202,0.60028153288659,1
TRINITY_DN700687_c3_g1_i1,AZ1,AZ3,0.346663761879921,7.51690531714099,0.600371208529467,1
TRINITY_DN700725_c0_g4_i1,AZ1,AZ3,-0.363170891897043,5.34397462320086,0.600433798858557,1
TRINITY_DN698543_c12_g12_i1,AZ1,AZ3,0.361083927115472,5.47938935348134,0.6005844093075,1
TRINITY_DN692578_c8_g3_i21,AZ1,AZ3,0.35032174784449,6.67798017392599,0.600640559182038,1
TRINITY_DN658553_c0_g1_i1,AZ1,AZ3,0.40048187706737,3.69536134536134,0.600816836581021,1
TRINITY_DN701255_c9_g1_i15,AZ1,AZ3,0.381996517588205,4.36823730057596,0.601566505951201,1
TRINITY_DN689363_c14_g1_i1,AZ1,AZ3,0.381996517588205,4.36823730057596,0.601566505951201,1
TRINITY_DN685474_c15_g1_i2,AZ1,AZ3,-0.371840404246662,4.36136982912144,0.601566505951201,1
TRINITY_DN685975_c158_g1_i14,AZ1,AZ3,0.372311999620787,4.61192645377156,0.601710928298519,1
TRINITY_DN700734_c11_g1_i2,AZ1,AZ3,0.343609317900857,8.23263120574634,0.601994460357704,1
TRINITY_DN695398_c0_g1_i9,AZ1,AZ3,-0.409819331774538,3.31790215122854,0.602008078626379,1
TRINITY_DN697689_c1_g2_i9,AZ1,AZ3,0.405989205958231,3.32612790479448,0.602008078626379,1
TRINITY_DN696700_c8_g2_i10,AZ1,AZ3,0.405989205958231,3.32612790479448,0.602008078626379,1
TRINITY_DN687156_c9_g1_i2,AZ1,AZ3,0.405989205958231,3.32612790479448,0.602008078626379,1
TRINITY_DN694934_c8_g15_i1,AZ1,AZ3,0.405989205958231,3.32612790479448,0.602008078626379,1
TRINITY_DN695191_c11_g1_i2,AZ1,AZ3,0.382021126204799,4.43470926249628,0.602546278715249,1
TRINITY_DN700725_c1_g5_i1,AZ1,AZ3,0.382021126204799,4.43470926249628,0.602546278715249,1
TRINITY_DN684692_c19_g1_i1,AZ1,AZ3,0.382021126204799,4.43470926249628,0.602546278715249,1
TRINITY_DN690121_c20_g2_i1,AZ1,AZ3,-0.368162192763463,4.43136935018732,0.602546278715249,1
TRINITY_DN697170_c17_g1_i1,AZ1,AZ3,0.350359063514891,6.04888438303467,0.602956355275779,1
TRINITY_DN695895_c0_g1_i14,AZ1,AZ3,-0.350371674366314,5.95706773243357,0.603007180519552,1
TRINITY_DN691251_c7_g5_i1,AZ1,AZ3,-0.364822374007101,4.49812893018484,0.603438515275245,1
TRINITY_DN341792_c1_g1_i6,AZ1,AZ3,0.451010532793885,2.84787429337786,0.603650766782722,1
TRINITY_DN686583_c16_g4_i2,AZ1,AZ3,0.451010532793885,2.84787429337786,0.603650766782722,1
TRINITY_DN697124_c1_g1_i19,AZ1,AZ3,0.451010532793885,2.84787429337786,0.603650766782722,1
TRINITY_DN678127_c0_g1_i1,AZ1,AZ3,0.451010532793885,2.84787429337786,0.603650766782722,1
TRINITY_DN1015427_c0_g1_i1,AZ1,AZ3,0.451010532793885,2.84787429337786,0.603650766782722,1
TRINITY_DN696428_c6_g3_i7,AZ1,AZ3,0.451010532793885,2.84787429337786,0.603650766782722,1
TRINITY_DN697079_c9_g1_i3,AZ1,AZ3,0.451010532793885,2.84787429337786,0.603650766782722,1
TRINITY_DN672412_c1_g1_i5,AZ1,AZ3,0.451010532793885,2.84787429337786,0.603650766782722,1
TRINITY_DN693233_c17_g1_i7,AZ1,AZ3,0.451010532793885,2.84787429337786,0.603650766782722,1
TRINITY_DN700522_c0_g1_i3,AZ1,AZ3,0.359483396844765,4.97287895926087,0.603798711706656,1
TRINITY_DN693640_c75_g2_i1,AZ1,AZ3,0.398052515765189,3.89756292880692,0.603803821510561,1
TRINITY_DN687692_c6_g1_i4,AZ1,AZ3,-0.387232039948891,3.88274921005225,0.603803821510561,1
TRINITY_DN700317_c2_g3_i6,AZ1,AZ3,-0.387232039948891,3.88274921005225,0.603803821510561,1
TRINITY_DN698103_c3_g2_i2,AZ1,AZ3,0.344909610813998,7.22683248426179,0.603860727482784,1
TRINITY_DN691919_c21_g1_i1,AZ1,AZ3,0.40381279228782,3.46001948890334,0.603960612246688,1
TRINITY_DN574338_c4_g1_i8,AZ1,AZ3,0.40381279228782,3.46001948890334,0.603960612246688,1
TRINITY_DN700208_c1_g1_i4,AZ1,AZ3,-0.398823796456469,3.45856669346619,0.603960612246688,1
TRINITY_DN681560_c0_g3_i1,AZ1,AZ3,-0.398823796456469,3.45856669346619,0.603960612246688,1
TRINITY_DN692132_c6_g1_i1,AZ1,AZ3,0.35370637519192,5.84883653569624,0.604147453391593,1
TRINITY_DN695969_c4_g1_i6,AZ1,AZ3,0.346627119382374,6.88161224446433,0.604163383432378,1
TRINITY_DN657694_c0_g1_i1,AZ1,AZ3,-0.346753154441841,6.1749311996867,0.60459715466571,1
TRINITY_DN694098_c3_g1_i2,AZ1,AZ3,0.35668508613623,5.52799676215998,0.604641775987892,1
TRINITY_DN692932_c12_g4_i3,AZ1,AZ3,0.372448542789801,4.63094943206071,0.605003475896304,1
TRINITY_DN683497_c21_g3_i2,AZ1,AZ3,-0.381147046563613,3.9793667867017,0.605008961432701,1
TRINITY_DN695884_c5_g1_i7,AZ1,AZ3,-0.381147046563613,3.9793667867017,0.605008961432701,1
TRINITY_DN698143_c20_g1_i5,AZ1,AZ3,0.353666706042656,6.03672070158582,0.605162301069602,1
TRINITY_DN694098_c4_g3_i4,AZ1,AZ3,0.346782899075005,6.30790505174533,0.605163278519375,1
TRINITY_DN334379_c0_g1_i1,AZ1,AZ3,-0.356165898595201,4.87895816630239,0.605266556939599,1
TRINITY_DN695672_c8_g1_i15,AZ1,AZ3,0.562781836869538,2.12689223664723,0.605363239930837,1
TRINITY_DN698476_c1_g2_i3,AZ1,AZ3,0.562781836869538,2.12689223664723,0.605363239930837,1
TRINITY_DN685190_c18_g1_i2,AZ1,AZ3,0.562781836869538,2.12689223664723,0.605363239930837,1
TRINITY_DN689583_c15_g1_i3,AZ1,AZ3,0.562781836869538,2.12689223664723,0.605363239930837,1
TRINITY_DN480059_c0_g1_i1,AZ1,AZ3,0.562781836869538,2.12689223664723,0.605363239930837,1
TRINITY_DN699267_c3_g3_i2,AZ1,AZ3,0.562781836869538,2.12689223664723,0.605363239930837,1
TRINITY_DN694780_c7_g3_i2,AZ1,AZ3,0.562781836869538,2.12689223664723,0.605363239930837,1
TRINITY_DN680156_c2_g1_i1,AZ1,AZ3,0.562781836869538,2.12689223664723,0.605363239930837,1
TRINITY_DN685738_c13_g2_i1,AZ1,AZ3,0.562781836869538,2.12689223664723,0.605363239930837,1
TRINITY_DN690500_c12_g1_i2,AZ1,AZ3,0.562781836869538,2.12689223664723,0.605363239930837,1
TRINITY_DN691421_c10_g1_i4,AZ1,AZ3,0.562781836869538,2.12689223664723,0.605363239930837,1
TRINITY_DN699638_c97_g1_i5,AZ1,AZ3,0.562781836869538,2.12689223664723,0.605363239930837,1
TRINITY_DN684740_c14_g3_i1,AZ1,AZ3,0.562781836869538,2.12689223664723,0.605363239930837,1
TRINITY_DN689526_c12_g1_i1,AZ1,AZ3,0.562781836869538,2.12689223664723,0.605363239930837,1
TRINITY_DN696761_c6_g2_i1,AZ1,AZ3,0.562781836869538,2.12689223664723,0.605363239930837,1
TRINITY_DN685805_c11_g13_i1,AZ1,AZ3,0.562781836869538,2.12689223664723,0.605363239930837,1
TRINITY_DN690562_c11_g1_i2,AZ1,AZ3,0.562781836869538,2.12689223664723,0.605363239930837,1
TRINITY_DN688381_c15_g1_i5,AZ1,AZ3,0.562781836869538,2.12689223664723,0.605363239930837,1
TRINITY_DN598620_c0_g1_i1,AZ1,AZ3,0.562781836869538,2.12689223664723,0.605363239930837,1
TRINITY_DN697850_c10_g2_i2,AZ1,AZ3,0.562781836869538,2.12689223664723,0.605363239930837,1
TRINITY_DN688489_c114_g2_i4,AZ1,AZ3,0.562781836869538,2.12689223664723,0.605363239930837,1
TRINITY_DN692328_c1_g1_i6,AZ1,AZ3,0.562781836869538,2.12689223664723,0.605363239930837,1
TRINITY_DN696533_c3_g1_i9,AZ1,AZ3,0.562781836869538,2.12689223664723,0.605363239930837,1
TRINITY_DN696316_c0_g1_i3,AZ1,AZ3,0.562781836869538,2.12689223664723,0.605363239930837,1
TRINITY_DN691858_c17_g4_i1,AZ1,AZ3,-0.526087358213835,2.0633851779495,0.605363239930837,1
TRINITY_DN683008_c17_g1_i7,AZ1,AZ3,-0.526087358213835,2.0633851779495,0.605363239930837,1
TRINITY_DN700264_c2_g1_i5,AZ1,AZ3,-0.526087358213835,2.0633851779495,0.605363239930837,1
TRINITY_DN650199_c0_g1_i4,AZ1,AZ3,-0.526087358213835,2.0633851779495,0.605363239930837,1
TRINITY_DN696933_c0_g1_i1,AZ1,AZ3,-0.526087358213835,2.0633851779495,0.605363239930837,1
TRINITY_DN689820_c6_g1_i1,AZ1,AZ3,-0.526087358213835,2.0633851779495,0.605363239930837,1
TRINITY_DN640277_c0_g2_i1,AZ1,AZ3,-0.526087358213835,2.0633851779495,0.605363239930837,1
TRINITY_DN1608413_c5_g2_i1,AZ1,AZ3,-0.526087358213835,2.0633851779495,0.605363239930837,1
TRINITY_DN698262_c7_g10_i2,AZ1,AZ3,-0.526087358213835,2.0633851779495,0.605363239930837,1
TRINITY_DN686155_c9_g1_i1,AZ1,AZ3,-0.526087358213835,2.0633851779495,0.605363239930837,1
TRINITY_DN698756_c0_g1_i5,AZ1,AZ3,-0.526087358213835,2.0633851779495,0.605363239930837,1
TRINITY_DN695515_c9_g1_i7,AZ1,AZ3,-0.526087358213835,2.0633851779495,0.605363239930837,1
TRINITY_DN699068_c6_g1_i2,AZ1,AZ3,-0.526087358213835,2.0633851779495,0.605363239930837,1
TRINITY_DN680647_c0_g2_i1,AZ1,AZ3,-0.526087358213835,2.0633851779495,0.605363239930837,1
TRINITY_DN696302_c12_g1_i3,AZ1,AZ3,-0.526087358213835,2.0633851779495,0.605363239930837,1
TRINITY_DN696686_c1_g1_i8,AZ1,AZ3,-0.526087358213835,2.0633851779495,0.605363239930837,1
TRINITY_DN698251_c10_g4_i1,AZ1,AZ3,-0.526087358213835,2.0633851779495,0.605363239930837,1
TRINITY_DN699233_c4_g1_i5,AZ1,AZ3,-0.526087358213835,2.0633851779495,0.605363239930837,1
TRINITY_DN695841_c4_g1_i1,AZ1,AZ3,-0.526087358213835,2.0633851779495,0.605363239930837,1
TRINITY_DN698760_c5_g1_i1,AZ1,AZ3,-0.526087358213835,2.0633851779495,0.605363239930837,1
TRINITY_DN695854_c4_g5_i1,AZ1,AZ3,-0.526087358213835,2.0633851779495,0.605363239930837,1
TRINITY_DN697278_c14_g1_i1,AZ1,AZ3,-0.526087358213835,2.0633851779495,0.605363239930837,1
TRINITY_DN569051_c0_g1_i1,AZ1,AZ3,-0.526087358213835,2.0633851779495,0.605363239930837,1
TRINITY_DN683256_c19_g2_i1,AZ1,AZ3,-0.526087358213835,2.0633851779495,0.605363239930837,1
TRINITY_DN698795_c12_g1_i5,AZ1,AZ3,-0.526087358213835,2.0633851779495,0.605363239930837,1
TRINITY_DN700138_c0_g1_i1,AZ1,AZ3,-0.444332637534131,2.09840846038952,0.605363239930837,1
TRINITY_DN683996_c21_g1_i2,AZ1,AZ3,-0.444332637534131,2.09840846038952,0.605363239930837,1
TRINITY_DN695682_c1_g2_i1,AZ1,AZ3,-0.444332637534131,2.09840846038952,0.605363239930837,1
TRINITY_DN695139_c10_g1_i3,AZ1,AZ3,-0.444332637534131,2.09840846038952,0.605363239930837,1
TRINITY_DN683873_c19_g1_i1,AZ1,AZ3,-0.444332637534131,2.09840846038952,0.605363239930837,1
TRINITY_DN622722_c0_g1_i1,AZ1,AZ3,-0.444332637534131,2.09840846038952,0.605363239930837,1
TRINITY_DN657765_c0_g1_i1,AZ1,AZ3,-0.444332637534131,2.09840846038952,0.605363239930837,1
TRINITY_DN695101_c2_g1_i2,AZ1,AZ3,-0.444332637534131,2.09840846038952,0.605363239930837,1
TRINITY_DN697859_c7_g1_i3,AZ1,AZ3,-0.444332637534131,2.09840846038952,0.605363239930837,1
TRINITY_DN699665_c0_g3_i1,AZ1,AZ3,-0.444332637534131,2.09840846038952,0.605363239930837,1
TRINITY_DN685429_c10_g1_i2,AZ1,AZ3,-0.444332637534131,2.09840846038952,0.605363239930837,1
TRINITY_DN684733_c11_g5_i1,AZ1,AZ3,-0.444332637534131,2.09840846038952,0.605363239930837,1
TRINITY_DN658879_c0_g1_i1,AZ1,AZ3,-0.444332637534131,2.09840846038952,0.605363239930837,1
TRINITY_DN686099_c1_g1_i1,AZ1,AZ3,-0.444332637534131,2.09840846038952,0.605363239930837,1
TRINITY_DN935443_c0_g1_i1,AZ1,AZ3,-0.444332637534131,2.09840846038952,0.605363239930837,1
TRINITY_DN683884_c9_g1_i2,AZ1,AZ3,-0.444332637534131,2.09840846038952,0.605363239930837,1
TRINITY_DN689537_c6_g1_i1,AZ1,AZ3,-0.444332637534131,2.09840846038952,0.605363239930837,1
TRINITY_DN695481_c3_g9_i1,AZ1,AZ3,-0.444332637534131,2.09840846038952,0.605363239930837,1
TRINITY_DN698440_c4_g1_i13,AZ1,AZ3,-0.444332637534131,2.09840846038952,0.605363239930837,1
TRINITY_DN699852_c2_g1_i17,AZ1,AZ3,-0.444332637534131,2.09840846038952,0.605363239930837,1
TRINITY_DN700061_c6_g1_i1,AZ1,AZ3,-0.444332637534131,2.09840846038952,0.605363239930837,1
TRINITY_DN691559_c5_g2_i4,AZ1,AZ3,-0.444332637534131,2.09840846038952,0.605363239930837,1
TRINITY_DN693507_c20_g1_i2,AZ1,AZ3,-0.374594074148656,4.3775315908683,0.605456336316093,1
TRINITY_DN696274_c6_g2_i1,AZ1,AZ3,0.342299833308086,7.40186516679163,0.605499723981775,1
TRINITY_DN700598_c1_g1_i5,AZ1,AZ3,-0.368380485559133,4.67630569748582,0.605693500183448,1
TRINITY_DN693257_c3_g1_i1,AZ1,AZ3,-0.375819639272149,4.06991915561517,0.606068366423088,1
TRINITY_DN679656_c0_g1_i1,AZ1,AZ3,0.442298022665608,3.03130529015097,0.606222493242756,1
TRINITY_DN700198_c0_g2_i2,AZ1,AZ3,0.442298022665608,3.03130529015097,0.606222493242756,1
TRINITY_DN699497_c2_g1_i2,AZ1,AZ3,0.442298022665608,3.03130529015097,0.606222493242756,1
TRINITY_DN697586_c8_g3_i2,AZ1,AZ3,0.371070327490013,4.44995932911769,0.606250708381964,1
TRINITY_DN700650_c1_g1_i4,AZ1,AZ3,0.341723152193907,7.10975975702366,0.606261768715028,1
TRINITY_DN698686_c0_g1_i4,AZ1,AZ3,0.343393843732437,6.49666146687179,0.60639611905354,1
TRINITY_DN683472_c1_g1_i3,AZ1,AZ3,0.36041146620468,5.03130892952515,0.60687102932631,1
TRINITY_DN691414_c13_g2_i1,AZ1,AZ3,0.356477246024864,4.79878811374246,0.606922404900214,1
TRINITY_DN700579_c1_g8_i1,AZ1,AZ3,-0.382157701250068,3.70444674312401,0.606931062089729,1
TRINITY_DN690172_c10_g2_i1,AZ1,AZ3,-0.382157701250068,3.70444674312401,0.606931062089729,1
TRINITY_DN691070_c4_g6_i1,AZ1,AZ3,0.381682354624356,3.72059861893555,0.606931062089729,1
TRINITY_DN700493_c6_g6_i1,AZ1,AZ3,0.357372209280421,4.84839131669436,0.607471935936982,1
TRINITY_DN697661_c14_g2_i5,AZ1,AZ3,0.346758187606083,6.04685895723868,0.607641365922298,1
TRINITY_DN700753_c1433_g1_i2,AZ1,AZ3,0.340959278259188,7.25205673647439,0.607777272058734,1
TRINITY_DN688990_c10_g2_i5,AZ1,AZ3,-0.428474792954772,3.1987310182603,0.608185261819695,1
TRINITY_DN679620_c0_g1_i3,AZ1,AZ3,-0.428474792954772,3.1987310182603,0.608185261819695,1
TRINITY_DN699940_c0_g1_i2,AZ1,AZ3,-0.428474792954772,3.1987310182603,0.608185261819695,1
TRINITY_DN695218_c1_g6_i1,AZ1,AZ3,-0.352729380327523,5.37503616402301,0.608351970220988,1
TRINITY_DN312894_c0_g1_i2,AZ1,AZ3,-0.3413435222843,6.86040705624067,0.608641176050591,1
TRINITY_DN684481_c18_g1_i3,AZ1,AZ3,0.363750452300772,4.69939409239684,0.608804864377293,1
TRINITY_DN698822_c0_g1_i4,AZ1,AZ3,0.357170391247556,5.24030807477902,0.60897120071653,1
TRINITY_DN700699_c2_g7_i1,AZ1,AZ3,0.343911845485684,6.07290928645664,0.609075285713645,1
TRINITY_DN698387_c2_g2_i1,AZ1,AZ3,-0.35724674262193,5.31062742410006,0.609661547759604,1
TRINITY_DN524455_c0_g1_i1,AZ1,AZ3,0.526267906876435,2.41825647508535,0.609666047722183,1
TRINITY_DN693633_c14_g1_i16,AZ1,AZ3,0.526267906876435,2.41825647508535,0.609666047722183,1
TRINITY_DN695568_c20_g1_i5,AZ1,AZ3,0.526267906876435,2.41825647508535,0.609666047722183,1
TRINITY_DN700357_c22_g3_i9,AZ1,AZ3,0.526267906876435,2.41825647508535,0.609666047722183,1
TRINITY_DN1022503_c0_g1_i1,AZ1,AZ3,0.526267906876435,2.41825647508535,0.609666047722183,1
