sampleA,sampleB,logFC,logCPM,PValue,FDR
TRINITY_DN695500_c10_g5_i1,AZ1,AZ3,-1.98783919321838,3.20345487499154,0.0118882430305431,0.247967591031935
TRINITY_DN683035_c13_g1_i5,AZ1,AZ3,-1.94444297433167,3.48544309854313,0.0118916389406622,0.247967591031935
TRINITY_DN699128_c0_g1_i9,AZ1,AZ3,-1.94444297433167,3.48544309854313,0.0118916389406622,0.247967591031935
TRINITY_DN691988_c1_g1_i1,AZ1,AZ3,2.20320209718977,2.66422683517992,0.0119999361528779,0.250027241128178
TRINITY_DN695655_c1_g2_i3,AZ1,AZ3,-1.7079803857659,6.79659784915761,0.0120492533589715,0.250855708511562
TRINITY_DN691773_c0_g1_i1,AZ1,AZ3,-2.06654945719481,2.950879090736,0.0121394624605511,0.251536943943842
TRINITY_DN699792_c2_g1_i1,AZ1,AZ3,-2.06654945719481,2.950879090736,0.0121394624605511,0.251536943943842
TRINITY_DN697060_c10_g1_i1,AZ1,AZ3,-2.06654945719481,2.950879090736,0.0121394624605511,0.251536943943842
TRINITY_DN1806553_c0_g1_i1,AZ1,AZ3,-1.97988207096222,2.96978918336709,0.0121394624605511,0.251536943943842
TRINITY_DN696493_c0_g2_i10,AZ1,AZ3,-1.97988207096222,2.96978918336709,0.0121394624605511,0.251536943943842
TRINITY_DN642071_c0_g1_i1,AZ1,AZ3,-1.97988207096222,2.96978918336709,0.0121394624605511,0.251536943943842
TRINITY_DN699276_c2_g8_i1,AZ1,AZ3,-1.74444311799562,5.34762738470295,0.0121740688333142,0.252055070253152
TRINITY_DN691619_c7_g3_i1,AZ1,AZ3,-1.85369964192761,3.81097073013292,0.0122009739425562,0.252214306231439
TRINITY_DN699806_c5_g1_i7,AZ1,AZ3,-1.85369964192761,3.81097073013292,0.0122009739425562,0.252214306231439
TRINITY_DN684098_c8_g1_i1,AZ1,AZ3,-1.83583726209562,4.03588869195597,0.0122634113118536,0.253279778453293
TRINITY_DN637790_c0_g1_i1,AZ1,AZ3,-1.76702719302284,4.6712676448045,0.0122718119145465,0.253279778453293
TRINITY_DN678599_c0_g1_i1,AZ1,AZ3,1.81078949514581,4.44985523580538,0.0123264142354602,0.254206875823675
TRINITY_DN695252_c0_g1_i2,AZ1,AZ3,-1.75788921382685,5.04351131310776,0.0123707708185148,0.254921386419521
TRINITY_DN691657_c5_g2_i9,AZ1,AZ3,-2.07420373869158,2.66900609945406,0.0124250136382564,0.25543765312854
TRINITY_DN684686_c10_g2_i3,AZ1,AZ3,-2.07420373869158,2.66900609945406,0.0124250136382564,0.25543765312854
TRINITY_DN698776_c2_g1_i1,AZ1,AZ3,-2.07420373869158,2.66900609945406,0.0124250136382564,0.25543765312854
TRINITY_DN700735_c4_g1_i20,AZ1,AZ3,1.89565583157933,3.95549463823248,0.012497590032018,0.256670091860246
TRINITY_DN697965_c3_g2_i15,AZ1,AZ3,-1.7289983489297,5.60567819495335,0.0125071089687774,0.256670091860246
TRINITY_DN684414_c10_g3_i4,AZ1,AZ3,-1.80640696442765,4.11953512833575,0.0125142923696764,0.256670091860246
TRINITY_DN694606_c18_g2_i2,AZ1,AZ3,-1.80229722436714,4.15009534081708,0.0126314958950032,0.258871710953568
TRINITY_DN674851_c0_g1_i2,AZ1,AZ3,-1.73796195802602,5.3426875934979,0.0126874221550231,0.259252669516014
TRINITY_DN695738_c4_g1_i16,AZ1,AZ3,-1.69468728981454,6.81164520178065,0.0126909440322421,0.259252669516014
TRINITY_DN409451_c1_g1_i2,AZ1,AZ3,1.99815713965035,3.2144940003276,0.0127006400996763,0.259252669516014
TRINITY_DN687060_c9_g1_i2,AZ1,AZ3,-1.9757069670317,3.12220340419192,0.0127006400996763,0.259252669516014
TRINITY_DN697386_c2_g1_i3,AZ1,AZ3,-1.9757069670317,3.12220340419192,0.0127006400996763,0.259252669516014
TRINITY_DN700712_c13_g1_i1,AZ1,AZ3,-1.72400361728034,5.67053586183203,0.0127093355299246,0.259252669516014
TRINITY_DN694352_c11_g1_i2,AZ1,AZ3,-1.81270391163841,4.19091421838091,0.01274367263151,0.259751271424714
TRINITY_DN700257_c1_g4_i2,AZ1,AZ3,1.91516726252124,3.53712427364943,0.012771237420586,0.259928897584324
TRINITY_DN697787_c5_g1_i2,AZ1,AZ3,-1.75807799688825,4.95309074602883,0.0127721890025436,0.259928897584324
TRINITY_DN695330_c1_g2_i5,AZ1,AZ3,-1.79997660307961,4.39287127074627,0.0128161966252356,0.260622470954539
TRINITY_DN684640_c18_g5_i1,AZ1,AZ3,-1.67480268128908,8.50892972324228,0.0128457337459084,0.260928738548667
TRINITY_DN698262_c7_g7_i1,AZ1,AZ3,-1.80865404684257,4.22002469323569,0.0128511354490316,0.260928738548667
TRINITY_DN683172_c16_g1_i1,AZ1,AZ3,-1.8351076305273,3.79688161682794,0.0129255118905446,0.262236061562957
TRINITY_DN698962_c1_g2_i4,AZ1,AZ3,-1.9108782193482,3.51546222349083,0.0129529432874984,0.262387052566894
TRINITY_DN691725_c8_g1_i1,AZ1,AZ3,-1.85673970854381,3.52799831408817,0.0129529432874984,0.262387052566894
TRINITY_DN681744_c0_g2_i1,AZ1,AZ3,1.76701910039588,4.93938487322165,0.012997029116482,0.262826591293502
TRINITY_DN682799_c14_g1_i1,AZ1,AZ3,-1.72222219843104,5.54069752889866,0.013018064275791,0.262826591293502
TRINITY_DN671188_c0_g1_i1,AZ1,AZ3,-1.77166612330671,4.62843101274874,0.0130246979496761,0.262826591293502
TRINITY_DN684342_c9_g4_i3,AZ1,AZ3,-1.77166612330671,4.62843101274874,0.0130246979496761,0.262826591293502
TRINITY_DN696112_c13_g5_i1,AZ1,AZ3,-1.77166612330671,4.62843101274874,0.0130246979496761,0.262826591293502
TRINITY_DN166265_c0_g1_i1,AZ1,AZ3,-1.78416998513796,4.29392035994423,0.0130530478120948,0.263196362681203
TRINITY_DN693150_c4_g1_i12,AZ1,AZ3,-1.67186306596461,8.24698908858325,0.013085204129432,0.263516751848534
TRINITY_DN690477_c5_g1_i1,AZ1,AZ3,-1.67022535094702,8.44794732398397,0.0130890124713552,0.263516751848534
TRINITY_DN695474_c13_g2_i1,AZ1,AZ3,2.13119014729425,2.93609585922717,0.0131206339794702,0.263547057278525
TRINITY_DN683591_c6_g1_i1,AZ1,AZ3,-2.05711439292967,2.85391287019372,0.0131206339794702,0.263547057278525
TRINITY_DN679369_c0_g1_i2,AZ1,AZ3,-2.05711439292967,2.85391287019372,0.0131206339794702,0.263547057278525
TRINITY_DN698942_c0_g2_i2,AZ1,AZ3,-1.972312536831,3.2603168929675,0.0131632373358218,0.263596086786675
TRINITY_DN693672_c1_g2_i5,AZ1,AZ3,-1.90566765497274,3.27541131169048,0.0131632373358218,0.263596086786675
TRINITY_DN686914_c11_g1_i10,AZ1,AZ3,-1.90566765497274,3.27541131169048,0.0131632373358218,0.263596086786675
TRINITY_DN264372_c0_g1_i1,AZ1,AZ3,-1.90566765497274,3.27541131169048,0.0131632373358218,0.263596086786675
TRINITY_DN700751_c25_g1_i9,AZ1,AZ3,-1.78186541226135,4.538753986808,0.0132433985760959,0.264999194221224
TRINITY_DN694022_c9_g2_i4,AZ1,AZ3,-1.70506153494261,5.79455895967832,0.0132711956120537,0.265128807754151
TRINITY_DN697283_c9_g2_i2,AZ1,AZ3,-1.86256449102923,3.6338069614146,0.0132801730162918,0.265128807754151
TRINITY_DN1652832_c0_g1_i1,AZ1,AZ3,-1.86256449102923,3.6338069614146,0.0132801730162918,0.265128807754151
TRINITY_DN690826_c16_g4_i1,AZ1,AZ3,-1.75645762402207,4.87509215494648,0.0133023745832461,0.265370243110912
TRINITY_DN645371_c0_g1_i1,AZ1,AZ3,-1.79836269628258,4.1800246983476,0.0133289547182897,0.265497001683808
TRINITY_DN680789_c0_g1_i5,AZ1,AZ3,-1.79836269628258,4.1800246983476,0.0133289547182897,0.265497001683808
TRINITY_DN693477_c3_g1_i1,AZ1,AZ3,-1.89433941416812,3.32954971440215,0.0133651711438794,0.265637898776054
TRINITY_DN679174_c0_g1_i1,AZ1,AZ3,2.07216285560205,3.02940084647695,0.0134081585921174,0.265637898776054
TRINITY_DN695342_c2_g1_i2,AZ1,AZ3,-2.03345764688898,2.92573687841375,0.0134081585921174,0.265637898776054
TRINITY_DN698789_c3_g7_i1,AZ1,AZ3,-1.94679026065638,2.94498716408388,0.0134081585921174,0.265637898776054
TRINITY_DN697766_c0_g1_i4,AZ1,AZ3,-1.94679026065638,2.94498716408388,0.0134081585921174,0.265637898776054
TRINITY_DN695989_c4_g2_i1,AZ1,AZ3,-1.94679026065638,2.94498716408388,0.0134081585921174,0.265637898776054
TRINITY_DN691952_c2_g2_i6,AZ1,AZ3,-1.94679026065638,2.94498716408388,0.0134081585921174,0.265637898776054
TRINITY_DN679493_c0_g1_i1,AZ1,AZ3,1.80645126537109,4.26753473557741,0.0134270937293195,0.265637898776054
TRINITY_DN691016_c2_g2_i2,AZ1,AZ3,-1.79459239548725,4.20934863375113,0.0134270937293195,0.265637898776054
TRINITY_DN700425_c0_g1_i1,AZ1,AZ3,1.66923467274381,7.69716946670574,0.0134632376409965,0.266152392913465
TRINITY_DN690601_c10_g5_i1,AZ1,AZ3,-1.70027803754624,5.79092624350115,0.0134745266754432,0.266175130782852
TRINITY_DN696254_c1_g3_i1,AZ1,AZ3,-1.76662034995409,4.44955466812458,0.0134929567575597,0.266338792297906
TRINITY_DN700559_c1_g1_i3,AZ1,AZ3,-1.90849101947043,3.40033565531642,0.0135506424497127,0.26637671574777
TRINITY_DN657264_c0_g1_i1,AZ1,AZ3,-1.82203759805583,3.74319338005093,0.0135665697218129,0.26637671574777
TRINITY_DN700525_c7_g1_i11,AZ1,AZ3,-1.65944935245372,8.75344291818738,0.0135760233323805,0.26637671574777
TRINITY_DN686727_c19_g1_i3,AZ1,AZ3,-1.68432103685134,6.25824021002483,0.0136036965525529,0.26637671574777
TRINITY_DN687665_c25_g1_i1,AZ1,AZ3,2.17414460237277,2.64194549583198,0.0136412355573253,0.26637671574777
TRINITY_DN696933_c0_g1_i8,AZ1,AZ3,-2.06312554023615,2.55096847653912,0.0136412355573253,0.26637671574777
TRINITY_DN667248_c0_g1_i2,AZ1,AZ3,-2.06312554023615,2.55096847653912,0.0136412355573253,0.26637671574777
TRINITY_DN694118_c8_g8_i3,AZ1,AZ3,-2.06312554023615,2.55096847653912,0.0136412355573253,0.26637671574777
TRINITY_DN1642652_c0_g1_i1,AZ1,AZ3,-2.06312554023615,2.55096847653912,0.0136412355573253,0.26637671574777
TRINITY_DN697360_c2_g3_i8,AZ1,AZ3,-2.06312554023615,2.55096847653912,0.0136412355573253,0.26637671574777
TRINITY_DN670911_c0_g1_i3,AZ1,AZ3,-2.06312554023615,2.55096847653912,0.0136412355573253,0.26637671574777
TRINITY_DN700040_c1_g1_i2,AZ1,AZ3,-2.06312554023615,2.55096847653912,0.0136412355573253,0.26637671574777
TRINITY_DN696490_c10_g1_i24,AZ1,AZ3,-2.06312554023615,2.55096847653912,0.0136412355573253,0.26637671574777
TRINITY_DN680802_c8_g1_i1,AZ1,AZ3,-2.06312554023615,2.55096847653912,0.0136412355573253,0.26637671574777
TRINITY_DN689144_c17_g1_i1,AZ1,AZ3,-1.77314323120764,4.50670772612371,0.0136470758648821,0.26637671574777
TRINITY_DN693305_c9_g2_i5,AZ1,AZ3,-1.96211735957288,3.03623795360335,0.0136639616604443,0.266508161568829
TRINITY_DN694897_c14_g1_i1,AZ1,AZ3,-1.81070390462417,4.08831699546983,0.0137553492797123,0.268091451106376
TRINITY_DN690163_c1_g2_i1,AZ1,AZ3,-1.77787809148386,4.34767804681635,0.0137803488204999,0.268298921211069
TRINITY_DN681707_c14_g2_i1,AZ1,AZ3,-1.66148549767835,7.90156965435572,0.0137864337300016,0.268298921211069
TRINITY_DN699025_c3_g1_i21,AZ1,AZ3,-1.94602001250281,3.09979934184067,0.0138928523324071,0.269681403858191
TRINITY_DN683449_c0_g1_i1,AZ1,AZ3,-1.94602001250281,3.09979934184067,0.0138928523324071,0.269681403858191
TRINITY_DN699661_c1_g3_i2,AZ1,AZ3,-1.94602001250281,3.09979934184067,0.0138928523324071,0.269681403858191
TRINITY_DN687487_c15_g2_i1,AZ1,AZ3,-1.72115544065871,4.96195946538728,0.0138985616661003,0.269681403858191
TRINITY_DN698732_c1_g1_i3,AZ1,AZ3,-1.78441756657165,4.40889976682794,0.0139365525098611,0.270144516654384
TRINITY_DN683555_c13_g6_i1,AZ1,AZ3,-1.78387748846354,4.16905576243852,0.0139433662069718,0.270144516654384
TRINITY_DN696854_c1_g1_i2,AZ1,AZ3,-2.03367439630581,2.6386832181734,0.0140065070146026,0.270144516654384
TRINITY_DN697448_c1_g1_i1,AZ1,AZ3,-2.03367439630581,2.6386832181734,0.0140065070146026,0.270144516654384
TRINITY_DN697841_c9_g8_i1,AZ1,AZ3,-2.03367439630581,2.6386832181734,0.0140065070146026,0.270144516654384
TRINITY_DN698218_c9_g6_i1,AZ1,AZ3,-2.03367439630581,2.6386832181734,0.0140065070146026,0.270144516654384
TRINITY_DN695034_c1_g1_i13,AZ1,AZ3,-2.03367439630581,2.6386832181734,0.0140065070146026,0.270144516654384
TRINITY_DN685783_c20_g1_i1,AZ1,AZ3,-2.03367439630581,2.6386832181734,0.0140065070146026,0.270144516654384
TRINITY_DN692251_c1_g1_i8,AZ1,AZ3,-1.71208027851229,5.41865224067998,0.0140150394881831,0.270144516654384
TRINITY_DN680378_c0_g1_i1,AZ1,AZ3,1.9327578436736,3.63260156846437,0.0140259242033198,0.270155970733495
TRINITY_DN699545_c15_g2_i2,AZ1,AZ3,-1.65474321591514,8.13978394461945,0.0140785737838377,0.270971259198747
TRINITY_DN693928_c5_g2_i4,AZ1,AZ3,-1.79172615282791,3.96536080465278,0.0141468939857415,0.272086745646646
TRINITY_DN697852_c1_g1_i42,AZ1,AZ3,-1.67448097278451,6.48556792695366,0.0141606920505617,0.272152744072765
TRINITY_DN675420_c0_g1_i1,AZ1,AZ3,1.99583896066242,3.31960640674489,0.0142848281070449,0.273936882610847
TRINITY_DN694557_c2_g9_i1,AZ1,AZ3,-1.94539512639684,3.23988958991341,0.0142848281070449,0.273936882610847
TRINITY_DN675633_c1_g1_i2,AZ1,AZ3,-1.87875024453858,3.25520473406821,0.0142848281070449,0.273936882610847
TRINITY_DN699138_c7_g3_i2,AZ1,AZ3,-2.04626993252906,2.750180528717,0.0143185047968543,0.273982293317649
TRINITY_DN692356_c2_g1_i2,AZ1,AZ3,-2.04626993252906,2.750180528717,0.0143185047968543,0.273982293317649
TRINITY_DN495723_c0_g1_i1,AZ1,AZ3,-2.04626993252906,2.750180528717,0.0143185047968543,0.273982293317649
TRINITY_DN688662_c13_g1_i8,AZ1,AZ3,-1.79945081981428,4.04448237842645,0.0143371931674896,0.274140081737877
TRINITY_DN689884_c9_g1_i1,AZ1,AZ3,-1.68953331187162,5.47878807767004,0.0144217356001876,0.27555591318175
TRINITY_DN696594_c0_g1_i20,AZ1,AZ3,-1.72523689586933,4.63961771305703,0.0144568849383921,0.276026618390987
TRINITY_DN696594_c0_g1_i3,AZ1,AZ3,-1.77258010608613,4.12762282789615,0.0145088168099982,0.276816837000642
TRINITY_DN693739_c12_g7_i2,AZ1,AZ3,2.10740291498678,2.91780879899443,0.0145874878182002,0.277559885151499
TRINITY_DN698905_c1_g5_i1,AZ1,AZ3,-2.02157705494284,2.82709807011751,0.0145874878182002,0.277559885151499
TRINITY_DN699608_c3_g2_i1,AZ1,AZ3,-2.02157705494284,2.82709807011751,0.0145874878182002,0.277559885151499
TRINITY_DN698323_c0_g1_i4,AZ1,AZ3,1.91163373984967,3.44738599041021,0.0146077647472546,0.277559885151499
TRINITY_DN686832_c10_g2_i1,AZ1,AZ3,-1.88387048596272,3.38175099340698,0.0146077647472546,0.277559885151499
TRINITY_DN695876_c2_g1_i28,AZ1,AZ3,-1.81082465261509,3.82108448154267,0.0146217697468679,0.277559885151499
TRINITY_DN694652_c9_g4_i1,AZ1,AZ3,-1.81082465261509,3.82108448154267,0.0146217697468679,0.277559885151499
TRINITY_DN683518_c20_g1_i2,AZ1,AZ3,-1.78039233799035,4.19859620337517,0.0146643678967381,0.278109725486799
TRINITY_DN690506_c9_g1_i1,AZ1,AZ3,-1.74989195079862,4.48909140851458,0.0146719220584016,0.278109725486799
TRINITY_DN693970_c16_g5_i3,AZ1,AZ3,-1.75916297131076,4.52151812074395,0.0147300058020018,0.279009265743112
TRINITY_DN687508_c12_g1_i3,AZ1,AZ3,-1.81824516422571,3.90820171283992,0.0148112287374775,0.280143507237029
TRINITY_DN683880_c18_g2_i2,AZ1,AZ3,-1.77888004957794,3.91762505721889,0.0148112287374775,0.280143507237029
TRINITY_DN694607_c18_g1_i1,AZ1,AZ3,-1.65619779788376,6.48405902691831,0.0148595628502118,0.28080045371808
TRINITY_DN696470_c8_g3_i1,AZ1,AZ3,-1.75451518888645,4.30105072653952,0.0148721463683033,0.28080045371808
TRINITY_DN696024_c1_g1_i15,AZ1,AZ3,-1.88819338658998,3.49825958712786,0.014878049408519,0.28080045371808
TRINITY_DN691619_c8_g1_i1,AZ1,AZ3,-1.82689318318849,3.55712622095579,0.0149972287370659,0.282846441116517
TRINITY_DN680675_c3_g2_i1,AZ1,AZ3,-1.93047710641412,3.01251515863289,0.0150261770127827,0.283108914136692
TRINITY_DN686200_c4_g1_i1,AZ1,AZ3,-1.69693836126151,5.3395248588759,0.0150458717912161,0.283108914136692
TRINITY_DN687720_c10_g5_i1,AZ1,AZ3,-1.75956403544319,4.39006491158506,0.0150542811920474,0.283108914136692
TRINITY_DN680802_c13_g1_i2,AZ1,AZ3,-1.73216229847646,4.396716920843,0.0150542811920474,0.283108914136692
TRINITY_DN694095_c13_g7_i5,AZ1,AZ3,-1.66242239763429,6.27050416099658,0.0150937568081748,0.283648101277748
TRINITY_DN683808_c24_g4_i1,AZ1,AZ3,-1.69339214876506,5.40449498400941,0.0151562569900474,0.284395749870975
TRINITY_DN700459_c2_g1_i1,AZ1,AZ3,-1.70821123347347,5.02325421402879,0.0152021297229732,0.284395749870975
TRINITY_DN699778_c1_g1_i1,AZ1,AZ3,-1.91570931937209,3.07706565015466,0.0152068445905003,0.284395749870975
TRINITY_DN638842_c0_g1_i1,AZ1,AZ3,-1.91570931937209,3.07706565015466,0.0152068445905003,0.284395749870975
TRINITY_DN699132_c0_g2_i1,AZ1,AZ3,-1.91570931937209,3.07706565015466,0.0152068445905003,0.284395749870975
TRINITY_DN672457_c0_g1_i2,AZ1,AZ3,-1.91570931937209,3.07706565015466,0.0152068445905003,0.284395749870975
TRINITY_DN695816_c5_g1_i6,AZ1,AZ3,-1.83463372174446,3.6608931762022,0.0152093716077724,0.284395749870975
TRINITY_DN698514_c1_g1_i1,AZ1,AZ3,-1.65091588436788,6.44904824134825,0.0152369978803539,0.284709541176464
TRINITY_DN694106_c12_g1_i1,AZ1,AZ3,-1.72093532856229,4.54216370334221,0.0153124959364662,0.285916753783818
TRINITY_DN687508_c12_g1_i12,AZ1,AZ3,-1.76605112263453,4.18776633738333,0.0153286685147869,0.286015305272708
TRINITY_DN696719_c0_g1_i10,AZ1,AZ3,-1.93136493306027,3.16071233266254,0.0153671855108355,0.286326984539365
TRINITY_DN683980_c18_g1_i2,AZ1,AZ3,-1.93136493306027,3.16071233266254,0.0153671855108355,0.286326984539365
TRINITY_DN668890_c0_g1_i1,AZ1,AZ3,-1.72862909010045,4.59583369802581,0.0154027571332312,0.286546641109174
TRINITY_DN698750_c13_g2_i2,AZ1,AZ3,-1.66729724584665,5.58216252610019,0.0154401997596794,0.286546641109174
TRINITY_DN696644_c15_g4_i4,AZ1,AZ3,-1.91796593445509,3.21918749502056,0.0155102972588591,0.286546641109174
TRINITY_DN11100_c0_g1_i2,AZ1,AZ3,-2.14276403012697,2.49181548592435,0.0155279437440286,0.286546641109174
TRINITY_DN684600_c20_g1_i2,AZ1,AZ3,-2.14276403012697,2.49181548592435,0.0155279437440286,0.286546641109174
TRINITY_DN693943_c0_g1_i13,AZ1,AZ3,-2.14276403012697,2.49181548592435,0.0155279437440286,0.286546641109174
TRINITY_DN696125_c0_g1_i1,AZ1,AZ3,-2.14276403012697,2.49181548592435,0.0155279437440286,0.286546641109174
TRINITY_DN700614_c1_g1_i3,AZ1,AZ3,-2.01886578900298,2.51818463951752,0.0155279437440286,0.286546641109174
TRINITY_DN450328_c0_g2_i1,AZ1,AZ3,-2.01886578900298,2.51818463951752,0.0155279437440286,0.286546641109174
TRINITY_DN693115_c4_g3_i1,AZ1,AZ3,-2.01886578900298,2.51818463951752,0.0155279437440286,0.286546641109174
TRINITY_DN696029_c13_g1_i6,AZ1,AZ3,-2.01886578900298,2.51818463951752,0.0155279437440286,0.286546641109174
TRINITY_DN281331_c0_g1_i1,AZ1,AZ3,-2.01886578900298,2.51818463951752,0.0155279437440286,0.286546641109174
TRINITY_DN689430_c14_g1_i2,AZ1,AZ3,-2.01886578900298,2.51818463951752,0.0155279437440286,0.286546641109174
TRINITY_DN695469_c1_g1_i16,AZ1,AZ3,-1.7020183914946,4.98347495199266,0.0155317819029579,0.286546641109174
TRINITY_DN686694_c7_g2_i1,AZ1,AZ3,-1.67108725261496,5.47733776092638,0.0155702708024967,0.287054999563165
TRINITY_DN693427_c12_g1_i1,AZ1,AZ3,1.6519855002944,6.49465303072185,0.0155880469276669,0.287181049818974
TRINITY_DN693902_c14_g1_i1,AZ1,AZ3,-1.67607023188737,5.5057285521772,0.0156125965622341,0.28743162520921
TRINITY_DN697833_c1_g1_i9,AZ1,AZ3,-1.80077862400243,3.8950129316745,0.0156241288231794,0.287442364397288
TRINITY_DN695265_c1_g1_i2,AZ1,AZ3,-1.73012485964301,4.4219948743149,0.0156946533667143,0.28853762943722
TRINITY_DN695864_c3_g4_i6,AZ1,AZ3,-1.8588224813355,3.36293845069443,0.0157544487950051,0.289434250675485
TRINITY_DN682762_c0_g2_i4,AZ1,AZ3,-1.99197347914404,2.60776032573355,0.0158077797679953,0.289603379099219
TRINITY_DN691422_c4_g2_i3,AZ1,AZ3,-1.99197347914404,2.60776032573355,0.0158077797679953,0.289603379099219
TRINITY_DN689950_c14_g1_i2,AZ1,AZ3,-1.99197347914404,2.60776032573355,0.0158077797679953,0.289603379099219
TRINITY_DN700495_c6_g1_i4,AZ1,AZ3,-1.99197347914404,2.60776032573355,0.0158077797679953,0.289603379099219
TRINITY_DN692488_c8_g1_i1,AZ1,AZ3,-1.71107245469203,4.51020816546246,0.015820563739133,0.289635467115383
TRINITY_DN690163_c1_g2_i19,AZ1,AZ3,-1.64707140889663,6.32860483409743,0.0158541081565868,0.290047318073082
TRINITY_DN698743_c0_g1_i25,AZ1,AZ3,1.79713816025084,4.10979004407522,0.0158727782605513,0.290186662725803
TRINITY_DN695342_c2_g7_i1,AZ1,AZ3,-1.71927451414999,4.56504574398866,0.0158965272270701,0.290418600760105
TRINITY_DN697094_c0_g2_i1,AZ1,AZ3,-1.74223796765648,4.10481001780236,0.0159264790016777,0.290561399048676
TRINITY_DN688467_c8_g4_i1,AZ1,AZ3,-1.74223796765648,4.10481001780236,0.0159264790016777,0.290561399048676
TRINITY_DN696644_c15_g1_i1,AZ1,AZ3,-1.81100764240625,3.49370955692929,0.015954546205072,0.290871320501218
TRINITY_DN696493_c0_g2_i19,AZ1,AZ3,-2.00789674492229,2.72145679856373,0.0160393282918396,0.292011432486592
TRINITY_DN698920_c5_g1_i8,AZ1,AZ3,-2.00789674492229,2.72145679856373,0.0160393282918396,0.292011432486592
TRINITY_DN683791_c7_g1_i1,AZ1,AZ3,-1.70899137041688,4.71582923970759,0.0160932842474721,0.292790707795485
TRINITY_DN687888_c9_g1_i1,AZ1,AZ3,-1.82019070743635,3.60188373038474,0.0161211379915308,0.293094346046854
TRINITY_DN694374_c1_g2_i4,AZ1,AZ3,-1.81390458638146,3.64530663679356,0.0161943020362098,0.293710743450455
TRINITY_DN691914_c2_g1_i1,AZ1,AZ3,-1.98514218463724,2.79981281293554,0.0162330341398281,0.293710743450455
TRINITY_DN693271_c1_g1_i1,AZ1,AZ3,-1.98514218463724,2.79981281293554,0.0162330341398281,0.293710743450455
TRINITY_DN692466_c5_g1_i1,AZ1,AZ3,-1.98514218463724,2.79981281293554,0.0162330341398281,0.293710743450455
TRINITY_DN666911_c1_g1_i1,AZ1,AZ3,-1.98514218463724,2.79981281293554,0.0162330341398281,0.293710743450455
TRINITY_DN699701_c4_g2_i1,AZ1,AZ3,-1.98514218463724,2.79981281293554,0.0162330341398281,0.293710743450455
TRINITY_DN692921_c13_g1_i1,AZ1,AZ3,1.73600076999194,4.39309420863518,0.0162333557592127,0.293710743450455
TRINITY_DN684105_c2_g4_i5,AZ1,AZ3,-1.65551781908194,5.59616819571454,0.0162983443586157,0.294683494798028
TRINITY_DN693189_c0_g2_i13,AZ1,AZ3,-1.67811207344664,4.92950921350682,0.0163228191512583,0.294742045107364
TRINITY_DN699576_c4_g1_i15,AZ1,AZ3,-1.77784929106177,3.75381255693565,0.0163240366276657,0.294742045107364
TRINITY_DN684755_c13_g1_i2,AZ1,AZ3,-1.99958893838972,2.90018028269279,0.0163966787306949,0.295241431218747
TRINITY_DN696440_c4_g4_i1,AZ1,AZ3,-1.99958893838972,2.90018028269279,0.0163966787306949,0.295241431218747
TRINITY_DN692999_c11_g2_i1,AZ1,AZ3,-1.99958893838972,2.90018028269279,0.0163966787306949,0.295241431218747
TRINITY_DN698554_c3_g3_i6,AZ1,AZ3,-1.91292155215713,2.919782346889,0.0163966787306949,0.295241431218747
TRINITY_DN696650_c0_g3_i4,AZ1,AZ3,-1.78754262423065,3.84488138554826,0.0164354090159432,0.295735978680985
TRINITY_DN697019_c5_g2_i1,AZ1,AZ3,-1.75781817819526,3.93988262183849,0.0165319491983465,0.297141386988142
TRINITY_DN696854_c1_g1_i16,AZ1,AZ3,-1.89812735028251,2.98842350248996,0.0165361507785653,0.297141386988142
TRINITY_DN699112_c1_g1_i8,AZ1,AZ3,-1.72932047606228,4.06150253745952,0.0166546788775574,0.299066542115262
TRINITY_DN687720_c10_g1_i1,AZ1,AZ3,-1.63019954408443,6.32944361067738,0.0167108044263788,0.299869274508354
TRINITY_DN692170_c12_g1_i1,AZ1,AZ3,-1.89000512216676,3.19820341616032,0.0168499611515239,0.30207814856122
TRINITY_DN684870_c22_g1_i1,AZ1,AZ3,-1.64463599004432,5.5765975526562,0.0168595448711333,0.30207814856122
TRINITY_DN696750_c11_g2_i1,AZ1,AZ3,-1.72545769406944,4.30814282597345,0.0168684175443091,0.30207814856122
TRINITY_DN695120_c10_g2_i1,AZ1,AZ3,-1.64699664759449,5.7302233106387,0.0169567268930536,0.303378732892163
TRINITY_DN672563_c0_g1_i3,AZ1,AZ3,1.72554990863277,4.50608930830165,0.0169794492358115,0.303378732892163
TRINITY_DN686405_c2_g1_i1,AZ1,AZ3,-1.71265739041614,4.48643807702493,0.01699866985119,0.303378732892163
TRINITY_DN700417_c1_g1_i8,AZ1,AZ3,1.8781401298531,3.42195190095744,0.016998823604326,0.303378732892163
TRINITY_DN697507_c3_g4_i1,AZ1,AZ3,-1.83333189908353,3.3438925969976,0.016998823604326,0.303378732892163
TRINITY_DN671431_c0_g1_i1,AZ1,AZ3,1.85184722851357,3.48903098694126,0.0170605741862812,0.304273949804646
TRINITY_DN692913_c2_g1_i14,AZ1,AZ3,-1.68973553225726,4.6797479789596,0.0171122413909462,0.304988237091996
TRINITY_DN697748_c19_g3_i1,AZ1,AZ3,-1.69236744312771,4.8266171424787,0.0171873998615436,0.306119951536706
